ID;Tipo;SKU;Nombre;Publicado;¿Está destacado?;Visibilidad en el catálogo;Descripción corta;Descripción;Día en que empieza el precio rebajado;Día en que termina el precio rebajado;Estado del impuesto;Clase de impuesto;¿En inventario?;Inventario;Cantidad de bajo inventario;¿Permitir reservas de productos agotados?;¿Vendido individualmente?;Peso (g);Longitud (cm);Anchura (cm);Altura (cm);¿Permitir valoraciones de clientes?;Nota de compra;Precio rebajado;Precio normal;Categorías;Etiquetas;Clase de envío;Imágenes;Límite de descargas;Días de caducidad de la descarga;Superior;Productos agrupados;Ventas dirigidas;Ventas cruzadas;URL externa;Texto del botón;Posición;Nombre del atributo 1;Valor(es) del atributo 1;Atributo visible 1;Atributo global 1;Nombre del atributo 2;Valor(es) del atributo 2;Atributo visible 2;Atributo global 2;Nombre del atributo 3;Valor(es) del atributo 3;Atributo visible 3;Atributo global 3;Nombre del atributo 4;Valor(es) del atributo 4;Atributo visible 4;Atributo global 4;Nombre del atributo 5;Valor(es) del atributo 5;Atributo visible 5;Atributo global 5;Nombre del atributo 6;Valor(es) del atributo 6;Atributo visible 6;Atributo global 6
;simple;;DREV-EN002 Effect Veiler (Spanish);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡12 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DREV-EN019 Scrap Chimera;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡35 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DREV-EN019 Scrap Chimera;1;0;visible;;;;;taxable;;1;4;;0;0;;;;;0;;;₡30 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DREV-EN023 Scrap Golem (Spanish);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡4 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DREV-EN038 Dragon Knight Draco-Equiste;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Fusión;1;1
;simple;;DREV-EN043 Scrap Dragon;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡10 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Synchro;1;1
;simple;;DREV-EN047 Scrapyard (Spanish);1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡10 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;DREV-EN077 Solemn Warning;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡8 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Trampa;1;1
;simple;;DREV-EN077 Solemn Warning;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡6 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;LP;1;;Tipo;Trampa;1;1
;simple;;DREV-EN077 Solemn Warning (Spanish);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡5 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;MP;1;;Tipo;Trampa;1;1
;simple;;DREV-ENSE2 Gold Sarcophagus;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡1 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;Limited Edition;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;DRL3-EN011 Cyber Petit Angel;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DRL3-EN012 Cyber Angel Benten;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡4 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Ritual ;1;1
;simple;;DRL3-EN013 Cyber Angel Idaten;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡10 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Ritual ;1;1
;simple;;DRL3-EN051 Soul Charge (Spanish);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 500;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;DRLG-EN002 Kuribandit;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡2 500;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DRLG-EN006 Legend of Heart;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡6 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;DRLG-EN010 Guardian Dreadscythe;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡2 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DRLG-EN014 Soul Charge;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡2 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;DRLG-EN023 Mathematician;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡3 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DRLG-EN025 Mound of the Bound Creator;1;0;visible;;;;;taxable;;1;4;;0;0;;;;;0;;;₡2 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;DUDE-EN003 Ash Blossom & Joyous Spring;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡15 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DUDE-EN010 Black Rose Dragon (Spanish);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Synchro;1;1
;simple;;DUDE-EN016 Abyss Dweller (Spanish);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;XYZ;1;1
;simple;;DUDE-EN026 Saryuja Skull Dread (Spanish);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Link;1;1
;simple;;DUDE-EN027 D.D. Crow;1;0;visible;;;;;taxable;;1;7;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DUDE-EN028 Effect Veiler;1;0;visible;;;;;taxable;;1;5;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DUDE-EN030 Denko Sekka (Spanish);1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DUDE-EN037 Gameciel, the Sea Turtle Kaiju;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡2 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DUDE-EN038 Mind Control;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;DUDE-EN040 Super Polymerization;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡2 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;DUDE-EN043 Cosmic Cyclone;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;DUDE-EN044 Called by the Grave;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡2 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;DUDE-EN055 Solemn Strike;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡3 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Trampa;1;1
;simple;;DUEA-EN004 Odd-Eyes Pendulum Dragon Spanish);1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡6 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DUEA-EN054 Castel, the Skyblaster Musketeer;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;XYZ;1;1
;simple;;DUEA-EN065 Magical Spring;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡2 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;DUEA-EN085 Dante, Traveler of the Burning Abyss (Spanish);1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡20 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;XYZ;1;1
;simple;;DUOV-EN001 Crystron Halqifibrax;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡26 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Link ;1;1
;simple;;DUOV-EN014 Selene, Queen of the Master Magicians;1;0;visible;;;;;taxable;;1;4;;0;0;;;;;0;;;₡11 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Link;1;1
;simple;;DUOV-EN017 Mecha Phantom Beast Auroradon;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Link;1;1
;simple;;DUOV-EN021 Predaplant Verte Anaconda;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡30 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Link;1;1
;simple;;DUOV-EN053 Relinquished Anima;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡8 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Link ;1;1
;simple;;DUOV-EN074 Fantastical Dragon Phantazmay;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡4 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DUOV-EN080 PSY-Framelord Omega (Spanish);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Synchro;1;1
;simple;;DUOV-EN084 Dingirsu, the Orcust of the Evening Star;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡7 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Link ;1;1
;simple;;DUOV-EN085 Salamangreat Almiraj;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Link ;1;1
;simple;;DUOV-EN092 Cyber Emergency;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡1 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;DUOV-EN099 Infinite Impermanence;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡15 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Trampa ;1;1
;simple;;DUPO-EN008 Number 39: Utopia Double;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡12 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;XYZ;1;1
;simple;;DUPO-EN027 Hieratic Seal of the Heavenly Spheres;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡3 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; Unlimited ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Link ;1;1
;simple;;DUPO-EN045 The Winged Dragon of Ra - Sphere Mode (Spanish);1;0;visible;;;;;taxable;;1;4;;0;0;;;;;0;;;₡7 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DUPO-EN062 Galaxy Soldier;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡13 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DUPO-EN071 Linkuriboh;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡2 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; Unlimited ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Link ;1;1
;simple;;DUPO-EN075 Ghost Ogre & Snow Rabbit;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡2 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; Unlimited ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DUPO-EN076 Ghost Reaper & Winter Cherries (Spanish);1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DUPO-EN077 Ash Blossom & Joyous Spring;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡16 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DUPO-EN077 Ash Blossom & Joyous Spring;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡15 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; Unlimited ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DUPO-EN078 Ghost Belle & Haunted Mansion;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡3 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DUPO-EN086 Nekroz of Brionac;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡3 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Ritual;1;1
;simple;;DUPO-EN089 Nekroz of Valkyrus (Spanish);1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Ritual;1;1
;simple;;DUPO-EN099 Evenly Matched;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡10 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Trampa ;1;1
;simple;;DUSA-EN049 Imperial Order;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡4 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Trampa ;1;1
;simple;;DUSA-EN066 Fossil Dyna Pachycephalo;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡2 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DUSA-EN072 Rescue Cat;1;0;visible;;;;;taxable;;1;2;;0;0;;;;;0;;;₡10 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DUSA-EN079 Deep Sea Diva;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡6 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;DUSA-EN083 Effect Veiler;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡4 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;DUSA-EN093 Castel, the Skyblaster Musketeer;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;XYZ;1;1
;simple;;EDS-002 Graceful Dice;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡8 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Magia;1;1
;simple;;EEN-EN017 B.E.S. Tetran;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡12 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultimate Rare;1;1;Estado;LP;1;;Tipo;Monstruo;1;1
;simple;;EEN-EN032 Cyber Blader;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡3 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Monstruo;1;1
;simple;;EEN-EN035 Elemental Hero Wildedge (German);1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡20 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultimate Rare;1;1;Estado;MP;1;;Tipo;Fusión;1;1
;simple;;EOJ-EN019 Herald of Purple Light;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡1 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;EOJ-EN035 Elemental Hero Wild Wingman;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡3 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo;Fusión;1;1
;simple;;EOJ-EN048 Clock Tower Prison;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡3 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;LP;1;;Tipo;Magia;1;1
;simple;;EP1-EN001 Theinen the Great Sphinx;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;LP;1;;Tipo;Monstruo;1;1
;simple;;EP1-EN002 Andro Sphinx;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;Unlimited;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;LP;1;;Tipo;Monstruo;1;1
;simple;;ETCO-EN009 Archnemeses Eschatos;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡3 500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;ETCO-EN024 Girsu, the Orcust Mekk-Knight;1;0;visible;;;;;taxable;;1;5;;0;0;;;;;0;;;₡31 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Monstruo ;1;1
;simple;;ETCO-EN040 Invoked Augoeides;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡500;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Super Rare;1;1;Estado;NM;1;;Tipo; Fusión ;1;1
;simple;;ETCO-EN043 Ravenous Crocodragon Archethys;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡2 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo; Synchro ;1;1
;simple;;ETCO-EN046 Accesscode Talker;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡72 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Link ;1;1
;simple;;ETCO-EN049 Linkross;1;0;visible;;;;;taxable;;1;1;;0;0;;;;;0;;;₡2 000;Old School;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Ultra Rare;1;1;Estado;NM;1;;Tipo;Link;1;1
;simple;;ETCO-EN061 Deep Sea Aria;1;0;visible;;;;;taxable;;1;3;;0;0;;;;;0;;;₡10 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición; 1st Edition ;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo; Magia ;1;1
;simple;;ETCO-EN078 Gravedigger's Trap Hole;1;0;visible;;;;;taxable;;1;6;;0;0;;;;;0;;;₡18 000;Avanzado;;;;;;;;;;;;0;Código;;1;1;Edición;1st Edition;1;1;Expansión;;1;1;Rareza;Secret Rare;1;1;Estado;NM;1;;Tipo;Trampa;1;1
